-1.0,-1.0
-1.0,-1.0
-0.39154356718063354,-0.9885581731796265
0.2562424838542938,-0.9847304821014404
0.11703349649906158,-0.974614143371582
-0.04032532870769501,-0.963987410068512
-0.1747344434261322,-0.9564646482467651
-0.32612144947052,-0.946508526802063
-0.5053937435150146,-0.9370167255401611
-0.6424697637557983,-0.9260408282279968
-0.7198683023452759,-0.915927529335022
-0.7556668519973755,-0.9066479206085205
-0.7541687488555908,-0.8966171741485596
-0.7267423868179321,-0.8876925706863403
-0.6878484487533569,-0.8788884282112122
-0.6511114835739136,-0.870005190372467
-0.6257941722869873,-0.8610341548919678
-0.6142556667327881,-0.8525615334510803
-0.6167252063751221,-0.8449158668518066
-0.630191445350647,-0.8375464677810669
-0.64980149269104,-0.8300406336784363
-0.6706939935684204,-0.8220884799957275
-0.6892489194869995,-0.8134206533432007
-0.70301353931427,-0.8039491176605225
-0.7111285924911499,-0.7937847971916199
-0.7142342329025269,-0.7832533717155457
-0.71375572681427,-0.7726152539253235
-0.7113152742385864,-0.762017548084259
-0.7085597515106201,-0.751502513885498
-0.7067903280258179,-0.7411037087440491
-0.7067539691925049,-0.7308148741722107
-0.7085361480712891,-0.7206080555915833
-0.7117482423782349,-0.7104426026344299
-0.715746283531189,-0.7002865672111511
-0.7201899290084839,-0.6901622414588928
-0.7247893810272217,-0.6800521612167358
-0.72931969165802,-0.6699549555778503
-0.7336421012878418,-0.659870445728302
-0.7377017736434937,-0.6500058174133301
-0.741530179977417,-0.6404536962509155
-0.7451632022857666,-0.6311709880828857
-0.7486065626144409,-0.622153103351593
-0.7518606185913086,-0.6133866310119629
-0.7549227476119995,-0.6048615574836731
-0.7577930688858032,-0.5965678691864014
-0.7604748010635376,-0.5884959697723389
-0.762974739074707,-0.5806366801261902
-0.7652847766876221,-0.5729452967643738
-0.7674366235733032,-0.5653515458106995
-0.7694858312606812,-0.5577978491783142
-0.7714489698410034,-0.5502994656562805
-0.7733360528945923,-0.5428510904312134
-0.7751493453979492,-0.535453200340271
-0.7768886089324951,-0.5281050205230713
-0.7786029577255249,-0.520794153213501
-0.7803140878677368,-0.5135156512260437
-0.7820090055465698,-0.5062445402145386
-0.7836669683456421,-0.49898040294647217
-0.7852754592895508,-0.4917232394218445
-0.7868274450302124,-0.48447275161743164
-0.7883949279785156,-0.47723376750946045
-0.7900118827819824,-0.4700024127960205
-0.791606068611145,-0.4627324938774109
-0.7931305170059204,-0.45543432235717773
-0.7945740222930908,-0.4481067657470703
-0.7959403991699219,-0.44075101613998413
-0.7972400188446045,-0.4333674907684326
-0.7984850406646729,-0.42595624923706055
-0.7996494770050049,-0.4185752272605896
-0.8007302284240723,-0.4112282395362854
-0.8017343282699585,-0.4039139747619629
-0.8026720285415649,-0.39663267135620117
-0.8035533428192139,-0.3893839418888092
-0.8043876886367798,-0.3821674585342407
-0.805182933807373,-0.37498295307159424
-0.8059455156326294,-0.36782994866371155
-0.8066807985305786,-0.36070823669433594
-0.8073928356170654,-0.35361725091934204
-0.8080850839614868,-0.34655678272247314
-0.8087602853775024,-0.33952629566192627
-0.8094263076782227,-0.3325273394584656
-0.8100879192352295,-0.32555896043777466
-0.8107471466064453,-0.3186207413673401
-0.811404824256897,-0.3117119073867798
-0.8120616674423218,-0.3048321604728699
-0.8127189874649048,-0.29798078536987305
-0.8133803606033325,-0.29115694761276245
-0.8140467405319214,-0.2843601107597351
-0.8147188425064087,-0.2775896489620209
