TR,A,L,T,Force,Disp
1,160,300,3.5,38.26727295,196.7408142
1,160,300,3.5,38.03590775,197.4429779
1,160,300,3.5,37.66930771,198.1451416
1,160,300,3.5,36.93280411,198.8473053
1,160,300,3.5,36.30092239,199.549469
1,160,300,3.5,35.95235062,200.2516327
1,160,300,3.5,35.41731644,200.9537964
1,160,300,3.5,34.38241577,201.6559601
1,160,300,3.5,33.77800751,202.3581238
1,160,300,3.5,34.316082,203.0602875
1,160,300,3.5,34.98364258,203.7624512
1,160,300,3.5,35.99145126,204.4646149
1,160,300,3.5,36.75315857,205.1667786
1,160,300,3.5,36.87462997,205.8689423
1,160,300,3.5,37.1092453,206.5693359
1,160,300,3.5,37.63531494,207.2651825
1,160,300,3.5,38.08371353,207.9610291
1,160,300,3.5,38.33398438,208.6568756
1,160,300,3.5,38.72615433,209.3527222
1,160,300,3.5,39.47673416,210.0485687
1,160,300,3.5,40.21988297,210.7444153
1,160,300,3.5,40.94444656,211.4402771
1,160,300,3.5,41.59733582,212.1361237
1,160,300,3.5,42.07269287,212.8319702
1,160,300,3.5,42.28343582,213.5278168
1,160,300,3.5,41.845047,214.2236633
1,160,300,3.5,41.49480057,214.9195099
1,160,300,3.5,41.35870743,215.6153565
1,160,300,3.5,41.20391464,216.311203
1,160,300,3.5,41.00411224,217.0070496
1,160,300,3.5,40.85696793,217.7028961
1,160,300,3.5,40.83533478,218.3987427
1,160,300,3.5,40.78961563,219.0945892
1,160,300,3.5,40.68702698,219.7904358
1,160,300,3.5,40.65305328,220.4842224
1,160,300,3.5,40.77952194,221.1732178
1,160,300,3.5,40.9514122,221.8622131
1,160,300,3.5,41.22851944,222.5512085
1,160,300,3.5,41.48390198,223.2401886
1,160,300,3.5,41.68943787,223.929184
1,160,300,3.5,41.8206749,224.6181793
1,160,300,3.5,41.78301621,225.3071747
1,160,300,3.5,41.68187714,225.9961548
1,160,300,3.5,41.43777084,226.6851502
1,160,300,3.5,41.30014801,227.3741455
1,160,300,3.5,41.40011597,228.0631409
1,160,300,3.5,41.31461334,228.7521362
1,160,300,3.5,40.81910324,229.4411163
1,160,300,3.5,40.41490173,230.1301117
1,160,300,3.5,40.21067047,230.8191071
1,160,300,3.5,40.13058472,231.5081024
1,160,300,3.5,40.31991196,232.1970825
1,160,300,3.5,40.66903687,232.8860779
1,160,300,3.5,41.36174393,233.5750732
1,160,300,3.5,41.8768158,234.2618713
1,160,300,3.5,42.01342773,234.9440002
1,160,300,3.5,42.1312294,235.6261444
1,160,300,3.5,42.20932007,236.3082733
1,160,300,3.5,42.17900848,236.9904175
1,160,300,3.5,41.92198181,237.6725464
1,160,300,3.5,41.63513565,238.3546906
1,160,300,3.5,41.28652191,239.0368195
1,160,300,3.5,41.01639557,239.7189636
1,160,300,3.5,40.90742111,240.4010925
1,160,300,3.5,40.74951553,241.0832367
1,160,300,3.5,40.49207687,241.7653809
1,160,300,3.5,40.33031845,242.4475098
1,160,300,3.5,40.36143875,243.1296387
1,160,300,3.5,40.35365677,243.8117828
1,160,300,3.5,40.26816177,244.493927
1,160,300,3.5,40.18341827,245.1760559
1,160,300,3.5,40.10016632,245.8582001
1,160,300,3.5,40.02314377,246.540329
1,160,300,3.5,39.95833969,247.2224731
1,160,300,3.5,39.82655716,247.9023895
1,160,300,3.5,39.5645752,248.5780029
1,160,300,3.5,39.29247284,249.2536163
1,160,300,3.5,39.00086212,249.9292297
1,160,300,3.5,38.57884216,250.6048431
1,160,300,3.5,37.90783691,251.2804565
1,160,300,3.5,37.33350754,251.95607
1,160,300,3.5,36.94208908,252.6316834
1,160,300,3.5,36.56933975,253.307312
1,160,300,3.5,36.2315979,253.9829254
1,160,300,3.5,35.93175888,254.6585388
1,160,300,3.5,35.70236206,255.3341522
1,160,300,3.5,35.54868317,256.0097656
1,160,300,3.5,35.53447723,256.6853638
1,160,300,3.5,35.46599579,257.3609924
1,160,300,3.5,35.29841232,258.0366211
1,160,300,3.5,35.12745285,258.7122192
1,160,300,3.5,34.95037842,259.3878479
1,160,300,3.5,34.75243759,260.063446
1,160,300,3.5,34.51706696,260.7390747
1,160,300,3.5,34.32010651,261.4125977
1,160,300,3.5,34.1914444,262.082489
1,160,300,3.5,34.07244492,262.7523499
1,160,300,3.5,33.97047424,263.4222107
1,160,300,3.5,33.85103989,264.0920715
1,160,300,3.5,33.7010994,264.7619629
1,160,300,3.5,33.55408478,265.4318237
1,160,300,3.5,33.41213989,266.1016846
1,160,300,3.5,33.19867706,266.7715454
1,160,300,3.5,32.86244202,267.4414063
1,160,300,3.5,32.48347092,268.1112976
1,160,300,3.5,32.03176498,268.7811585
1,160,300,3.5,31.60798454,269.4510193
1,160,300,3.5,31.23132324,270.1208801
1,160,300,3.5,30.85634232,270.7907715
1,160,300,3.5,30.48416901,271.4606323
1,160,300,3.5,30.08974648,272.1304932
1,160,300,3.5,29.6584301,272.800354
1,160,300,3.5,29.24433518,273.4702148
1,160,300,3.5,28.85855103,274.1401062
1,160,300,3.5,28.44159889,274.8081665
1,160,300,3.5,27.97384644,275.4733276
1,160,300,3.5,27.55992508,276.1384583
1,160,300,3.5,27.23299027,276.8036194
1,160,300,3.5,26.8032074,277.46875
1,160,300,3.5,26.20864105,278.1339111
1,160,300,3.5,25.62294006,278.7990418
1,160,300,3.5,25.05132294,279.4642029
1,160,300,3.5,24.52023506,280.1293335
1,160,300,3.5,24.05297852,280.7944946
1,160,300,3.5,23.54675102,281.4596252
1,160,300,3.5,22.97966957,282.1247864
1,160,300,3.5,22.48490524,282.7899475
1,160,300,3.5,22.10211754,283.4550781
1,160,300,3.5,21.64340591,284.1202393
1,160,300,3.5,21.06812477,284.7853699
1,160,300,3.5,20.55953407,285.450531
1,160,300,3.5,20.15245628,286.1156616
1,160,300,3.5,19.72672463,286.7808228
1,160,300,5,0,0
1,160,300,5,0,0
1,160,300,5,81.28742981,0.773116827
1,160,300,5,162.1579132,1.546233654
1,160,300,5,154.4544678,2.319350481
1,160,300,5,146.4594421,3.092467308
1,160,300,5,78.50362396,3.865584374
1,160,300,5,11.06929016,4.638700962
1,160,300,5,6.265316486,5.411818028
1,160,300,5,1.753120899,6.184934616
1,160,300,5,31.60345078,6.958051682
1,160,300,5,60.84329987,7.731168747
1,160,300,5,35.78865814,8.504285812
1,160,300,5,11.05319405,9.277401924
1,160,300,5,9.641511917,10.05051899
1,160,300,5,8.545301437,10.8236351
1,160,300,5,28.08434868,11.59675121
1,160,300,5,46.87459183,12.36986733
1,160,300,5,23.27033043,13.14298439
1,160,300,5,0.443797052,13.9161005
1,160,300,5,17.82478523,14.68921661
1,160,300,5,34.78358841,15.46222019
1,160,300,5,32.16970062,16.23002052
1,160,300,5,29.39159393,16.99782181
1,160,300,5,19.69743729,17.76562309
1,160,300,5,10.7091589,18.53342438
1,160,300,5,30.19329071,19.30122566
1,160,300,5,48.74888611,20.06902695
1,160,300,5,33.04827118,20.83682823
1,160,300,5,18.11164093,21.60462952
1,160,300,5,29.13419724,22.37242889
1,160,300,5,39.71084213,23.14023209
1,160,300,5,36.06029511,23.90803146
1,160,300,5,32.56846237,24.67583466
1,160,300,5,33.78838348,25.44363403
1,160,300,5,35.24856949,26.21143532
1,160,300,5,43.41537094,26.9792366
1,160,300,5,50.84280396,27.74703789
1,160,300,5,38.68848038,28.51483917
1,160,300,5,27.64678574,29.28263855
1,160,300,5,44.63028717,30.05044174
1,160,300,5,60.27467346,30.81797409
1,160,300,5,43.7673645,31.57896996
1,160,300,5,28.59210396,32.33996582
1,160,300,5,43.51463318,33.10096359
1,160,300,5,57.26627731,33.86195755
1,160,300,5,45.9254303,34.62295532
1,160,300,5,35.55260849,35.38395309
1,160,300,5,45.17226791,36.14494705
1,160,300,5,54.0479393,36.90594482
1,160,300,5,48.35268784,37.66693878
1,160,300,5,42.93490982,38.42793655
1,160,300,5,42.72554779,39.18893433
1,160,300,5,42.65306091,39.94992828
1,160,300,5,45.06680679,40.71092606
1,160,300,5,47.14923477,41.47192383
1,160,300,5,43.44747925,42.23291779
1,160,300,5,40.15089417,42.99391556
1,160,300,5,43.66152573,43.75491333
1,160,300,5,46.62682343,44.51590729
1,160,300,5,40.82714081,45.27690506
1,160,300,5,35.60445404,46.03749466
1,160,300,5,39.3617897,46.79175949
1,160,300,5,42.57546997,47.54602814
1,160,300,5,37.64407349,48.30029297
1,160,300,5,33.25875092,49.0545578
1,160,300,5,36.83717728,49.80882645
1,160,300,5,39.93310165,50.56309128
1,160,300,5,36.24173737,51.31735992
1,160,300,5,33.05872345,52.07162476
1,160,300,5,36.78126144,52.82588959
1,160,300,5,40.06274414,53.58015442
1,160,300,5,37.49955368,54.33442307
1,160,300,5,35.1198349,55.0886879
1,160,300,5,35.0850296,55.84295654
1,160,300,5,34.9827919,56.59722138
1,160,300,5,34.04366303,57.35148621
1,160,300,5,33.22464752,58.10575485
1,160,300,5,33.85427475,58.86001968
1,160,300,5,34.45720673,59.61428452
1,160,300,5,34.74531174,60.36855316
1,160,300,5,34.95289612,61.1223526
1,160,300,5,34.23655319,61.8707962
1,160,300,5,33.65540695,62.61924362
1,160,300,5,34.58034515,63.36768723
1,160,300,5,35.3548317,64.11613464
1,160,300,5,34.49682617,64.86457825
1,160,300,5,33.8610611,65.61302185
1,160,300,5,35.57577133,66.36147308
1,160,300,5,36.97788239,67.10991669
1,160,300,5,35.1400528,67.85836029
1,160,300,5,33.47019577,68.60681152
1,160,300,5,33.48629379,69.35525513
1,160,300,5,33.47994995,70.10369873
1,160,300,5,33.25325394,70.85214233
1,160,300,5,33.04439545,71.60059357
1,160,300,5,33.00617981,72.34903717
1,160,300,5,33.02034378,73.09748077
1,160,300,5,33.52532959,73.84593201
1,160,300,5,33.92144775,74.59437561
1,160,300,5,33.31819916,75.34281921
1,160,300,5,32.73561859,76.0907135
1,160,300,5,32.33856964,76.83366394
1,160,300,5,31.93535042,77.57662201
1,160,300,5,31.47784805,78.31957245
1,160,300,5,31.06653976,79.06252289
1,160,300,5,31.05122376,79.80548096
1,160,300,5,31.07324982,80.5484314
1,160,300,5,31.40802002,81.29138184
1,160,300,5,31.67244721,82.03433991
1,160,300,5,31.35635948,82.77729034
1,160,300,5,31.21718979,83.52024078
1,160,300,5,32.50529099,84.26319885
1,160,300,5,33.67118073,85.00614929
1,160,300,5,33.87101746,85.74909973
1,160,300,5,34.10217667,86.4920578
1,160,300,5,34.57603455,87.23500824
1,160,300,5,35.12591934,87.97795868
1,160,300,5,36.250103,88.72091675
1,160,300,5,37.16789627,89.46386719
1,160,300,5,36.54474258,90.20681763
1,160,300,5,36.19904709,90.94904327
1,160,300,5,37.8855629,91.6859436
1,160,300,5,39.45174027,92.42284393
1,160,300,5,40.15301514,93.15974426
1,160,300,5,40.608078,93.89664459
1,160,300,5,39.33250809,94.63354492
1,160,300,5,38.37975311,95.37043762
1,160,300,5,39.66319275,96.10733795
1,160,300,5,40.6592598,96.84423828
1,160,300,5,39.70388031,97.58113861
1,160,300,5,38.70607376,98.31803894
1,160,300,5,37.42621613,99.05493927
1,160,300,5,36.24035645,99.7918396
1,160,300,5,35.6705513,100.5287323
1,160,300,5,35.14766693,101.2656326
1,160,300,5,34.92596817,102.002533
1,160,300,5,34.75842285,102.7394333
1,160,300,5,34.93437576,103.4763336
1,160,300,5,35.17996597,104.213234
1,160,300,5,35.8583374,104.9501267
1,160,300,5,36.53058624,105.686142
1,160,300,5,37.16545487,106.4167252
1,160,300,5,37.85328293,107.147316
1,160,300,5,38.86054993,107.8779068
1,160,300,5,39.7278595,108.60849
1,160,300,5,39.76747131,109.3390808
1,160,300,5,39.887043,110.0696716
1,160,300,5,40.47346878,110.8002548
1,160,300,5,40.96253967,111.5308456
1,160,300,5,40.89224243,112.2614288
1,160,300,5,40.69872665,112.9920197
1,160,300,5,39.81161881,113.7226105
1,160,300,5,38.96784592,114.4531937
1,160,300,5,38.36458206,115.1837845
1,160,300,5,37.67463684,115.9143677
1,160,300,5,36.5116539,116.6449585
1,160,300,5,35.47370148,117.3755493
1,160,300,5,35.1087532,118.1061325
1,160,300,5,34.68265533,118.8367233
1,160,300,5,33.93284607,119.5673065
1,160,300,5,33.2490921,120.2969666
1,160,300,5,32.90979767,121.0218353
1,160,300,5,32.53363037,121.7466965
1,160,300,5,31.96740341,122.4715576
1,160,300,5,31.36966896,123.1964264
1,160,300,5,30.61163712,123.9212875
1,160,300,5,30.02860642,124.6461487
1,160,300,5,30.32320976,125.3710175
1,160,300,5,30.56759644,126.0958786
1,160,300,5,30.56478882,126.8207398
1,160,300,5,30.57420921,127.5456085
1,160,300,5,30.64314842,128.270462
1,160,300,5,30.58728027,128.9953308
1,160,300,5,29.93317413,129.7201996
1,160,300,5,29.36076737,130.4450531
1,160,300,5,29.17403221,131.1699219
1,160,300,5,29.01071358,131.8947907
1,160,300,5,28.95686722,132.6196442
1,160,300,5,28.967556,133.3445129
1,160,300,5,29.27466583,134.0693817
1,160,300,5,29.49124718,134.7933502
1,160,300,5,29.29645729,135.5132904
1,160,300,5,29.18507958,136.2332306
1,160,300,5,29.44718552,136.9531555
1,160,300,5,29.66359139,137.6730957
1,160,300,5,29.67781067,138.3930359
1,160,300,5,29.63420105,139.1129761
1,160,300,5,29.33810425,139.832901
1,160,300,5,29.13007355,140.5528412
1,160,300,5,29.3015976,141.2727814
1,160,300,5,29.37426376,141.9927216
1,160,300,5,29.02582932,142.7126465
1,160,300,5,28.75447655,143.4325867
1,160,300,5,28.80644798,144.1525269
1,160,300,5,28.82422829,144.872467
1,160,300,5,28.70059204,145.5924072
1,160,300,5,28.57751465,146.3123322
1,160,300,5,28.45672798,147.0322723
1,160,300,5,28.48707962,147.7522125
1,160,300,5,29.12699318,148.4721527
1,160,300,5,29.86720848,149.1910095
1,160,300,5,31.00844002,149.9055328
1,160,300,5,32.23314667,150.6200714
1,160,300,5,33.78751755,151.33461
1,160,300,5,35.12031937,152.0491486
1,160,300,5,35.58886337,152.7636871
1,160,300,5,36.17441559,153.4782105
1,160,300,5,37.21085739,154.192749
1,160,300,5,38.01465607,154.9072876
1,160,300,5,37.93281937,155.6218262
1,160,300,5,37.94172287,156.3363648
1,160,300,5,38.29192734,157.0509033
1,160,300,5,38.68270111,157.7654419
1,160,300,5,39.22425842,158.4799652
1,160,300,5,39.73394013,159.1945038
1,160,300,5,40.12654114,159.9090424
1,160,300,5,40.52173233,160.6235809
1,160,300,5,40.92630768,161.3381195
1,160,300,5,41.29364395,162.0526428
1,160,300,5,41.52739334,162.7671814
1,160,300,5,41.74133301,163.4802094
1,160,300,5,41.88500977,164.1878967
1,160,300,5,42.02283096,164.8955841
1,160,300,5,42.14011002,165.6032715
1,160,300,5,42.24831772,166.3109589
1,160,300,5,42.32506561,167.0186462
1,160,300,5,42.4740448,167.7263336
1,160,300,5,42.8705101,168.434021
1,160,300,5,43.11255264,169.1417236
1,160,300,5,42.83150864,169.849411
1,160,300,5,42.65605545,170.5570984
1,160,300,5,42.83426666,171.2647858
1,160,300,5,43.01575851,171.9724731
1,160,300,5,43.2081337,172.6801605
1,160,300,5,43.31455231,173.3878479
1,160,300,5,43.13942719,174.0955353
1,160,300,5,42.99517822,174.8032227
1,160,300,5,42.95095444,175.51091
1,160,300,5,42.87659454,176.2185974
1,160,300,5,42.70568848,176.9262848
1,160,300,5,42.67157364,177.6322174
1,160,300,5,43.07097626,178.3326416
1,160,300,5,43.44273758,179.0330505
1,160,300,5,43.72782898,179.7334747
1,160,300,5,43.95001984,180.4338837
1,160,300,5,43.97715378,181.1343079
1,160,300,5,44.11832047,181.8347168
1,160,300,5,44.60933685,182.5351257
1,160,300,5,45.20362091,183.2355499
1,160,300,5,46.11132813,183.9359589
1,160,300,5,46.7305069,184.6363831
1,160,300,5,46.483181,185.336792
1,160,300,5,46.2057991,186.0372162
1,160,300,5,45.83909226,186.7376251
1,160,300,5,45.17186356,187.4380493
1,160,300,5,43.62100983,188.1384583
1,160,300,5,42.37158585,188.8388672
1,160,300,5,41.99924851,189.5392914
1,160,300,5,41.37382507,190.2397003
1,160,300,5,40.01966095,190.9401245
1,160,300,5,38.79798126,191.6388397
1,160,300,5,37.95386887,192.3327026
1,160,300,5,37.06214142,193.0265656
1,160,300,5,36.03609848,193.7204285
1,160,300,5,35.05261612,194.4142914
1,160,300,5,34.18795013,195.1081543
1,160,300,5,33.42337036,195.8020172
1,160,300,5,32.93536758,196.4958954
1,160,300,5,32.67079163,197.1897583
1,160,300,5,33.01735306,197.8836212
1,160,300,5,33.18119431,198.5774841
1,160,300,5,32.85024643,199.2713471
1,160,300,5,32.73876953,199.96521
1,160,300,5,33.21565247,200.6590729
1,160,300,5,33.71284485,201.3529511
1,160,300,5,34.26394653,202.046814
1,160,300,5,34.82375336,202.7406769
1,160,300,5,35.40642166,203.4345398
1,160,300,5,35.9998703,204.1284027
1,160,300,5,36.62134934,204.8222656
1,160,300,5,36.87208939,205.5144959
1,160,300,5,36.16780853,206.2025299
1,160,300,5,35.57111359,206.890564
1,160,300,5,35.24886322,207.578598
1,160,300,5,35.06116867,208.2666168
1,160,300,5,35.21334457,208.9546509
1,160,300,5,35.2437439,209.6426849
1,160,300,5,34.96953964,210.330719
1,160,300,5,34.94387054,211.0187378
1,160,300,5,35.53381348,211.7067719
1,160,300,5,35.90822601,212.3948059
1,160,300,5,35.75392532,213.0828247
1,160,300,5,35.69060516,213.7708588
1,160,300,5,35.84835434,214.4588928
1,160,300,5,35.92515945,215.1469269
1,160,300,5,35.80718994,215.8349457
1,160,300,5,35.90375519,216.5229797
1,160,300,5,36.51165009,217.2110138
1,160,300,5,36.90579987,217.8990479
1,160,300,5,36.79536438,218.5870667
1,160,300,5,36.68677902,219.2732544
1,160,300,5,36.58252335,219.9551392
1,160,300,5,36.39716339,220.6370239
1,160,300,5,36.02392197,221.3189087
1,160,300,5,36.05438232,222.0007935
1,160,300,5,37.01120758,222.6826782
1,160,300,5,37.73403168,223.3645477
1,160,300,5,37.92489624,224.0464325
1,160,300,5,38.12301636,224.7283173
1,160,300,5,38.33747482,225.410202
1,160,300,5,38.59231567,226.0920868
1,160,300,5,38.93726349,226.7739716
1,160,300,5,39.4173584,227.4558563
1,160,300,5,40.19621658,228.1377258
1,160,300,5,40.8662796,228.8196106
1,160,300,5,41.29805756,229.5014954
1,160,300,5,41.88793182,230.1833801
1,160,300,5,42.82089615,230.8652649
1,160,300,5,43.53355408,231.5471497
1,160,300,5,43.77253723,232.2290344
1,160,300,5,43.98488998,232.9086304
1,160,300,5,44.14051819,233.583374
1,160,300,5,44.30651093,234.2581329
1,160,300,5,44.4943924,234.9328919
1,160,300,5,44.53413773,235.6076355
1,160,300,5,44.26406097,236.2823944
1,160,300,5,44.07761002,236.9571533
1,160,300,5,44.06443024,237.631897
1,160,300,5,44.1866684,238.3066559
1,160,300,5,44.58691788,238.9814148
1,160,300,5,45.16474533,239.6561585
1,160,300,5,46.10383606,240.3309174
1,160,300,5,46.7922821,241.0056763
1,160,300,5,46.97546768,241.6804199
1,160,300,5,47.19867325,242.3551788
1,160,300,5,47.50183106,243.0299377
1,160,300,5,47.73413086,243.7046814
1,160,300,5,47.82619095,244.3794403
1,160,300,5,47.88419342,245.0541992
1,160,300,5,47.87539673,245.7289429
1,160,300,5,47.82685471,246.401001
1,160,300,5,47.70105362,247.0678253
1,160,300,5,47.6474762,247.7346649
1,160,300,5,47.73303986,248.4014893
1,160,300,5,47.83662033,249.0683136
1,160,300,5,47.974617,249.7351532
1,160,300,5,48.10852814,250.4019775
1,160,300,5,48.23471832,251.0688019
1,160,300,5,48.36082459,251.7356262
1,160,300,5,48.486763,252.4024658
1,160,300,5,48.69090271,253.0692902
1,160,300,5,49.04038239,253.7361145
1,160,300,5,49.29349899,254.4029388
1,160,300,5,49.36910248,255.0697784
1,160,300,5,49.3830719,255.7366028
1,160,300,5,49.28451157,256.4034424
1,160,300,5,49.43471146,257.0702515
1,160,300,5,50.03504562,257.7370911
1,160,300,5,50.3169899,258.4039002
1,160,300,5,50.02784348,259.0707398
1,160,300,5,49.76778793,259.7345276
1,160,300,5,49.55945587,260.3929749
1,160,300,5,49.31492233,261.0513916
1,160,300,5,49.00658035,261.7098084
1,160,300,5,48.93101502,262.3682251
1,160,300,5,49.26214981,263.0266419
1,160,300,5,49.74501801,263.6850586
1,160,300,5,50.49064636,264.3434753
1,160,300,5,51.18236923,265.0018921
1,160,300,5,51.78155136,265.6603394
1,160,300,5,52.62825394,266.3187561
1,160,300,5,53.89622498,266.9771729
1,160,300,5,55.30784988,267.6355896
1,160,300,5,56.96186066,268.2940064
1,160,300,5,58.57113648,268.9524231
1,160,300,5,60.10557556,269.6108398
1,160,300,5,61.2201004,270.2692566
1,160,300,5,61.63835144,270.9277039
1,160,300,5,62.15377808,271.5861206
1,160,300,5,62.82895279,272.2445374
1,160,300,5,63.95772934,272.8989563
1,160,300,5,65.82581329,273.5468445
1,160,300,5,67.15229797,274.1947327
1,160,300,5,67.6035614,274.8426514
1,160,300,5,67.77056885,275.4905396
1,160,300,5,67.48213196,276.1384277
1,160,300,5,67.59327698,276.7863464
1,160,300,5,68.33909607,277.4342346
1,160,300,5,69.21760559,278.0821228
1,160,300,5,70.30509186,278.7300415
1,160,300,5,71.03926086,279.3779297
1,160,300,5,71.22170258,280.0258179
1,160,300,5,72.02155304,280.6737366
1,160,300,5,73.77738953,281.3216248
1,160,300,5,75.39155579,281.9695435
1,160,300,5,76.78820801,282.6174316
1,160,300,5,78.39670563,283.2653198
1,160,300,5,80.32766724,283.9132385
1,160,300,5,81.96479797,284.5611267
1,160,400,2,0,0
1,160,400,2,0,0
1,160,400,2,81.44559479,0.772968292
1,160,400,2,162.4456635,1.545936585
1,160,400,2,162.4203796,2.318904877
1,160,400,2,162.1869812,3.091873169
1,160,400,2,133.4496765,3.864841223
1,160,400,2,104.5501862,4.637809753
1,160,400,2,51.98648453,5.410778046
1,160,400,2,0.041270807,6.183746815
1,160,400,2,3.799546003,6.956715107
1,160,400,2,7.579295635,7.729683399
1,160,400,2,13.12131691,8.502651215
1,160,400,2,18.62674713,9.275620461
1,160,400,2,21.53544045,10.04858875
1,160,400,2,24.38214493,10.82155705
1,160,400,2,23.7057724,11.59452534
1,160,400,2,23.04194641,12.36749458
1,160,400,2,23.08962822,13.14046288
1,160,400,2,23.1380043,13.91343117
1,160,400,2,23.21986198,14.68639946
1,160,400,2,23.25749207,15.45928478
1,160,400,2,21.20898628,16.22829247
1,160,400,2,19.2070961,16.99729919
1,160,400,2,19.05709076,17.76630783
1,160,400,2,18.88583374,18.53531456
1,160,400,2,17.8840065,19.30432129
1,160,400,2,16.88473702,20.07332993
1,160,400,2,15.97931576,20.84233666
1,160,400,2,15.09268761,21.61134338
1,160,400,2,14.81921959,22.38035202
1,160,400,2,14.587533,23.14935875
1,160,400,2,15.66489029,23.91836548
1,160,400,2,16.62866211,24.68737412
1,160,400,2,14.23523998,25.45638084
1,160,400,2,11.92668629,26.22538757
1,160,400,2,11.84462452,26.99439621
1,160,400,2,11.78960991,27.76340103
1,160,400,2,12.42857361,28.53240967
1,160,400,2,13.08562279,29.3014183
1,160,400,2,14.18703175,30.07042313
1,160,400,2,15.28917122,30.83933067
1,160,400,2,16.40786743,31.60588455
1,160,400,2,17.47863579,32.37243652
1,160,400,2,17.45905304,33.13899231
1,160,400,2,17.43671417,33.90554428
1,160,400,2,17.35435867,34.67209625
1,160,400,2,17.24721909,35.43865204
1,160,400,2,16.64528275,36.20520401
1,160,400,2,16.07529831,36.9717598
1,160,400,2,16.13216019,37.73831177
1,160,400,2,16.08921814,38.50486755
1,160,400,2,14.2302742,39.27141953
1,160,400,2,12.37420464,40.0379715
1,160,400,2,10.56959248,40.80452728
1,160,400,2,8.84275341,41.57107925
1,160,400,2,8.475849152,42.33763123
1,160,400,2,8.149231911,43.10418701
1,160,400,2,8.475846291,43.87073898
1,160,400,2,8.855459213,44.63729477
1,160,400,2,10.05819511,45.40384674
1,160,400,2,11.22095966,46.17027664
1,160,400,2,11.77370739,46.93478775
1,160,400,2,12.32858753,47.69930267
1,160,400,2,12.91482258,48.4638176
1,160,400,2,13.52809429,49.22832871
1,160,400,2,14.52466393,49.99284363
1,160,400,2,15.43603802,50.75735855
1,160,400,2,15.1776371,51.52186966
1,160,400,2,14.81864834,52.28638458
1,160,400,2,13.0828886,53.05089951
1,160,400,2,11.40932274,53.81541443
1,160,400,2,10.55842876,54.57992554
1,160,400,2,9.8117342,55.34444046
1,160,400,2,10.36735439,56.10895538
1,160,400,2,10.92791462,56.87346649
1,160,400,2,11.54846859,57.63798142
1,160,400,2,12.08566475,58.40249634
1,160,400,2,11.63861561,59.16700745
1,160,400,2,11.19363689,59.93152237
1,160,400,2,10.77268505,60.69603729
1,160,400,2,10.37790871,61.46039581
1,160,400,2,10.28057671,62.22304916
1,160,400,2,10.16741943,62.9856987
1,160,400,2,9.880026817,63.74834824
1,160,400,2,9.637078285,64.51100159
1,160,400,2,9.877153397,65.27365112
1,160,400,2,10.11148071,66.03630066
1,160,400,2,10.28536892,66.7989502
1,160,400,2,10.43386269,67.56159973
1,160,400,2,10.3231678,68.3242569
1,160,400,2,10.24639416,69.08690643
1,160,400,2,10.51167202,69.84955597
1,160,400,2,10.78437042,70.61220551
1,160,400,2,11.12907791,71.37485504
1,160,400,2,11.46835327,72.13751221
1,160,400,2,11.7558775,72.90016174
1,160,400,2,11.98853111,73.66281128
1,160,400,2,11.71263981,74.42546082
1,160,400,2,11.43838406,75.18811035
1,160,400,2,11.1791172,75.95075989
1,160,400,2,10.88397789,76.71324158
1,160,400,2,10.27013302,77.47414398
1,160,400,2,9.655111313,78.23505402
1,160,400,2,9.02981472,78.99596405
1,160,400,2,8.451568604,79.75687408
1,160,400,2,8.271216393,80.51778412
1,160,400,2,8.196778297,81.27869415
1,160,400,2,9.006890297,82.03960419
1,160,400,2,9.800476074,82.80050659
1,160,400,2,10.45803833,83.56141663
1,160,400,2,11.03164578,84.32232666
1,160,400,2,10.92817307,85.08323669
1,160,400,2,10.84445763,85.84414673
1,160,400,2,10.91753388,86.60505676
1,160,400,2,10.99506092,87.3659668
1,160,400,2,11.10681152,88.12687683
1,160,400,2,11.35603046,88.88778687
1,160,400,2,12.65203571,89.64868927
1,160,400,2,13.91677666,90.4095993
1,160,400,2,14.94799137,91.17050934
1,160,400,2,15.56284523,91.93119812
1,160,400,2,13.14915848,92.69029999
1,160,400,2,10.95663452,93.44939423
1,160,400,2,10.35497093,94.20849609
1,160,400,2,9.841256142,94.96759033
1,160,400,2,9.945240974,95.72668457
1,160,400,2,10.00999928,96.48578644
1,160,400,2,9.802736282,97.24488068
1,160,400,2,9.534515381,98.00398254
1,160,400,2,8.851831436,98.76307678
1,160,400,2,8.232977867,99.52217102
1,160,400,2,8.040505409,100.2812729
1,160,400,2,7.844031334,101.0403671
1,160,400,2,7.621517658,101.799469
1,160,400,2,7.445148468,102.5585632
1,160,400,2,7.563482761,103.3176575
1,160,400,2,7.679325104,104.0767593
1,160,400,2,7.779390335,104.8358536
1,160,400,2,7.890319347,105.5949554
1,160,400,2,8.069013596,106.3540497
1,160,400,2,8.241931915,107.1129532
1,160,400,2,8.379593849,107.8706818
1,160,400,2,8.51104641,108.6284103
1,160,400,2,8.604968071,109.3861313
1,160,400,2,8.651185989,110.1438599
1,160,400,2,8.412770271,110.9015884
1,160,400,2,8.198115349,111.659317
1,160,400,2,8.122756958,112.417038
1,160,400,2,8.047472954,113.1747665
1,160,400,2,7.97262764,113.9324951
1,160,400,2,7.90908289,114.6902161
1,160,400,2,7.90932703,115.4479446
1,160,400,2,7.896727085,116.2056732
1,160,400,2,7.812634468,116.9634018
1,160,400,2,7.735255241,117.7211227
